,stalk-color-below-ring,stalk-shape,veil-type,gill-spacing,class,spore-print-color,stalk-surface-below-ring,ring-number,cap-shape,gill-attachment,ring-type,bruises,stalk-root,stalk-surface-above-ring,gill-color,stalk-color-above-ring,habitat,population,cap-surface,veil-color,cap-color,odor,gill-size,d-var
1457,w,e,p,c,e,n,s,o,s,f,p,f,e,s,p,w,u,v,f,w,g,n,n,g
1458,p,t,p,c,p,w,s,o,x,f,e,f,?,k,b,w,p,v,s,w,n,y,n,n
1459,w,e,p,c,p,n,s,o,x,f,p,t,e,s,w,w,u,s,y,w,w,p,n,w
1460,n,e,p,c,p,h,k,o,f,f,l,f,b,k,g,n,g,v,y,w,g,f,b,g
1461,w,t,p,c,p,w,s,o,f,f,e,f,?,k,b,p,d,v,s,w,e,y,n,e
1462,w,e,p,w,e,w,k,t,k,f,p,f,?,s,w,w,g,n,s,w,g,n,b,g
1463,w,e,p,c,p,k,s,o,f,f,p,t,e,s,n,w,g,v,y,w,n,p,n,n
1464,p,t,p,c,p,w,k,o,k,f,e,f,?,k,b,w,l,v,y,w,e,y,n,e
1465,p,e,p,c,p,h,k,o,f,f,l,f,b,k,h,b,g,v,y,w,y,f,b,y
1466,w,t,p,c,p,w,k,o,k,f,e,f,?,s,b,w,p,v,s,w,n,y,n,n
1467,p,t,p,c,p,w,s,o,k,f,e,f,?,s,b,p,p,v,s,w,n,y,n,n
1468,b,e,p,c,p,h,k,o,f,f,l,f,b,k,h,p,p,v,y,w,g,f,b,g
1469,g,t,p,c,e,n,s,o,f,f,p,t,b,s,u,w,d,v,y,w,g,n,b,g
1470,w,e,p,c,e,n,s,o,f,f,p,f,e,s,p,w,u,y,f,w,g,n,n,g
1471,p,t,p,c,p,w,s,o,x,f,e,f,?,k,b,w,l,v,y,w,n,f,n,n
1472,w,t,p,c,e,k,s,o,f,f,p,t,b,s,n,w,d,v,f,w,e,n,b,e
1473,w,e,p,c,e,k,s,o,b,f,p,t,c,s,g,w,m,n,y,w,w,l,b,w
1474,b,e,p,c,p,h,k,o,x,f,l,f,b,k,g,n,p,v,y,w,y,f,b,y
1475,b,e,p,c,p,h,k,o,f,f,l,f,b,k,h,b,p,y,f,w,y,f,b,y
1476,e,e,p,c,e,w,s,t,k,f,e,t,?,s,w,w,w,c,s,w,b,n,b,b
1477,w,t,p,c,p,w,k,o,f,f,e,f,?,s,b,w,p,v,s,w,e,f,n,e
1478,w,e,p,c,p,n,s,o,x,f,p,t,e,s,n,w,g,v,s,w,w,p,n,w
1479,w,e,p,c,e,n,s,o,f,f,p,f,e,s,k,w,u,v,f,w,g,n,n,g
1480,c,e,p,c,p,w,y,n,k,f,n,f,c,k,w,c,d,c,y,w,n,m,b,n
1481,n,e,p,c,p,h,k,o,f,f,l,f,b,k,g,n,p,y,f,w,y,f,b,y
1482,o,e,p,c,e,y,s,o,b,a,p,f,?,s,n,o,l,v,s,o,n,n,b,n
1483,p,t,p,c,e,k,s,o,x,f,p,t,b,s,w,g,d,v,y,w,e,n,b,e
1484,w,t,p,c,p,w,s,o,x,f,e,f,?,k,b,p,p,v,s,w,e,y,n,e
1485,p,t,p,c,p,w,k,o,x,f,e,f,?,s,b,p,p,v,s,w,n,f,n,n
1486,e,e,p,c,e,w,s,t,x,f,e,t,?,s,e,w,w,c,y,w,e,n,b,e
1487,w,e,p,c,p,n,s,o,f,f,p,t,e,s,n,w,u,v,y,w,w,p,n,w
1488,w,t,p,c,p,h,s,o,f,f,p,t,b,s,p,w,g,s,s,w,b,f,b,b
1489,p,t,p,c,e,n,s,o,x,f,p,t,b,s,w,p,d,y,y,w,n,n,b,n
1490,p,t,p,c,p,w,k,o,f,f,e,f,?,s,b,p,p,v,y,w,n,y,n,n
1491,p,t,p,c,p,w,s,o,f,f,e,f,?,s,b,w,p,v,s,w,e,s,n,e
1492,n,e,p,c,p,h,k,o,x,f,l,f,b,k,h,p,p,v,y,w,g,f,b,g
1493,p,t,p,c,p,w,s,o,k,f,e,f,?,s,b,w,d,v,y,w,n,s,n,n
1494,p,t,p,c,e,n,s,o,x,f,p,t,b,s,n,g,d,y,f,w,n,n,b,n
1495,w,e,p,c,e,k,s,o,x,f,p,t,c,s,n,w,g,s,y,w,w,l,b,w
1496,p,t,p,c,e,n,s,o,f,f,p,t,b,s,w,g,d,y,y,w,g,n,b,g
1497,p,t,p,c,p,w,s,o,f,f,e,f,?,s,b,p,d,v,y,w,e,f,n,e
1498,w,t,p,c,p,w,k,o,f,f,e,f,?,s,b,w,d,v,s,w,n,y,n,n
1499,p,e,p,c,p,h,k,o,x,f,l,f,b,k,p,p,g,y,f,w,g,f,b,g
1500,w,t,p,c,p,w,k,o,x,f,e,f,?,s,b,w,d,v,s,w,e,f,n,e
1501,w,t,p,c,e,n,s,o,f,f,p,t,b,s,p,g,d,v,f,w,n,n,b,n
1502,w,e,p,c,e,n,s,o,x,f,p,t,c,s,k,w,g,n,s,w,w,a,b,w
1503,p,e,p,c,p,h,k,o,f,f,l,f,b,k,p,p,d,y,f,w,y,f,b,y
1504,p,t,p,c,p,w,k,o,x,f,e,f,?,k,b,w,l,v,s,w,e,f,n,e
1505,w,e,p,c,p,n,s,o,f,f,p,t,e,s,w,w,g,s,s,w,w,p,n,w
1506,p,t,p,c,e,n,s,o,f,f,p,t,b,s,p,p,d,v,f,w,g,n,b,g
1507,w,e,p,c,e,k,y,o,f,f,p,t,r,s,p,w,g,s,y,w,n,l,b,n
1508,w,t,p,c,p,w,s,o,k,f,e,f,?,k,b,w,d,v,s,w,n,s,n,n
1509,w,t,p,w,e,k,s,o,x,f,e,f,e,f,p,w,g,a,f,w,g,n,b,g
1510,p,e,p,c,p,h,k,o,f,f,l,f,b,k,p,b,p,y,y,w,g,f,b,g
1511,n,e,p,w,e,w,f,o,x,f,e,f,b,s,w,w,l,v,y,w,n,n,n,n
1512,p,t,p,c,p,w,s,o,k,f,e,f,?,k,b,p,d,v,y,w,e,f,n,e
1513,w,e,p,c,p,k,s,o,x,f,p,f,b,s,n,w,d,s,s,w,w,c,n,w
1514,p,t,p,c,p,w,k,o,f,f,e,f,?,k,b,w,d,v,y,w,n,s,n,n
1515,w,e,p,w,p,k,s,o,x,f,p,f,b,s,u,w,d,v,f,w,w,c,n,w
1516,w,e,p,c,p,k,s,o,x,f,p,t,e,s,p,w,u,v,s,w,w,p,n,w
1517,w,e,p,c,e,k,s,o,b,f,p,t,c,s,w,w,g,n,y,w,y,a,b,y
1518,w,e,p,c,e,w,s,t,f,f,p,t,b,s,w,w,p,y,s,w,p,n,b,p
1519,w,t,p,c,p,w,s,o,f,f,e,f,?,k,b,w,l,v,y,w,e,f,n,e
1520,w,t,p,c,p,h,f,o,x,f,p,t,b,s,w,w,u,v,s,w,w,f,b,w
1521,w,t,p,c,p,h,s,o,f,f,p,t,b,s,h,w,u,s,s,w,w,f,b,w
1522,g,t,p,c,e,k,s,o,f,f,p,t,b,s,u,w,d,v,f,w,n,n,b,n
1523,w,t,p,c,e,k,s,o,x,f,p,t,b,s,p,p,d,v,y,w,g,n,b,g
1524,g,t,p,c,e,k,s,o,x,f,p,t,b,s,w,w,d,y,y,w,g,n,b,g
1525,p,t,p,c,p,w,s,o,k,f,e,f,?,k,b,p,d,v,s,w,e,y,n,e
1526,w,t,p,c,e,k,s,o,x,f,p,t,b,s,p,p,d,y,f,w,g,n,b,g
1527,o,e,p,c,e,b,s,o,k,a,p,f,?,s,o,o,l,v,s,n,n,n,b,n
1528,p,e,p,c,p,h,k,o,x,f,l,f,b,k,g,b,g,y,y,w,g,f,b,g
1529,p,t,p,c,p,w,s,o,k,f,e,f,?,k,b,w,p,v,s,w,n,f,n,n
1530,p,t,p,c,p,w,s,o,f,f,e,f,?,k,b,w,p,v,y,w,e,s,n,e
1531,w,e,p,c,e,n,s,o,x,f,p,f,e,s,k,w,u,v,f,w,g,n,n,g
1532,w,t,p,c,p,w,k,o,k,f,e,f,?,s,b,p,l,v,s,w,e,f,n,e
1533,w,t,p,w,e,n,s,o,f,f,p,t,b,s,w,w,d,v,f,w,w,l,n,w
1534,w,t,p,c,p,w,s,o,x,f,e,f,?,k,b,p,p,v,s,w,n,s,n,n
1535,w,t,p,w,e,n,f,o,x,f,e,f,e,s,p,w,g,a,f,w,n,n,b,n
1536,p,t,p,c,e,n,s,o,f,f,p,t,b,s,n,p,d,y,y,w,e,n,b,e
1537,w,t,p,w,e,k,f,o,f,f,e,f,e,f,n,w,g,a,f,w,n,n,b,n
1538,p,e,p,c,p,h,k,o,x,f,l,f,b,k,g,n,p,y,f,w,g,f,b,g
1539,e,e,p,c,e,w,s,t,f,f,e,t,?,s,w,w,w,c,y,w,p,n,b,p
1540,y,e,p,w,p,w,y,o,b,f,e,f,c,y,y,y,l,c,y,y,y,n,n,y
1541,e,e,p,c,e,w,s,t,k,f,e,t,?,s,w,w,w,c,y,w,e,n,b,e
1542,p,t,p,c,e,n,s,o,f,f,p,t,b,s,p,w,d,v,y,w,n,n,b,n
1543,w,t,p,c,e,k,s,o,f,f,p,t,b,s,w,g,d,y,y,w,e,n,b,e
1544,w,t,p,w,e,n,s,o,f,f,e,f,e,s,n,w,g,a,f,w,n,n,b,n
1545,w,t,p,w,e,n,s,o,x,f,e,f,e,f,k,w,g,a,f,w,n,n,b,n
1546,w,t,p,c,p,w,k,o,f,f,e,f,?,k,b,w,l,v,s,w,e,f,n,e
1547,w,t,p,c,p,h,f,o,f,f,p,t,b,f,w,w,u,v,s,w,b,f,b,b
1548,p,t,p,c,e,k,s,o,f,f,p,t,b,s,p,p,d,v,f,w,n,n,b,n
1549,w,e,p,c,e,k,s,o,x,f,p,f,e,s,p,w,u,y,f,w,n,n,n,n
1550,w,t,p,w,e,k,s,o,x,f,e,f,e,f,k,w,g,s,s,w,g,n,b,g
1551,n,e,p,w,e,w,f,o,x,f,e,f,b,s,w,w,l,v,f,w,c,n,n,c
1552,e,e,p,c,e,w,s,t,f,f,e,t,?,s,e,w,w,c,y,w,n,n,b,n
1553,g,t,p,c,e,n,s,o,x,f,p,t,b,s,u,w,d,v,f,w,g,n,b,g
1554,w,t,p,c,p,w,s,o,f,f,e,f,?,s,b,w,l,v,y,w,n,y,n,n
1555,b,e,p,c,p,h,k,o,x,f,l,f,b,k,g,b,p,y,y,w,g,f,b,g
1556,p,t,p,c,e,n,s,o,f,f,p,t,b,s,u,p,d,y,f,w,g,n,b,g
1557,p,t,p,c,p,w,k,o,x,f,e,f,?,k,b,w,p,v,s,w,e,f,n,e
1558,w,t,p,w,e,u,s,o,x,f,p,t,b,s,p,w,d,v,s,w,y,a,n,y
1559,w,t,p,c,p,w,k,o,f,f,e,f,?,s,b,w,l,v,y,w,e,s,n,e
1560,w,t,p,c,e,k,s,o,x,f,p,t,b,s,n,w,d,y,f,w,n,n,b,n
1561,w,t,p,w,e,u,s,o,x,f,p,t,b,s,n,w,d,v,s,w,w,l,n,w
1562,w,e,p,w,e,w,k,t,x,f,p,f,?,k,w,w,g,s,f,w,g,n,b,g
1563,w,e,p,c,e,k,y,o,x,f,p,t,r,s,n,w,p,s,y,w,n,a,b,n
1564,b,e,p,c,p,h,k,o,f,f,l,f,b,k,g,p,d,y,y,w,g,f,b,g
1565,w,e,p,w,e,w,s,t,x,f,p,f,?,k,g,w,g,n,f,w,w,n,b,w
1566,b,e,p,c,p,h,k,o,x,f,l,f,b,k,h,n,d,y,y,w,g,f,b,g
1567,w,t,p,c,e,n,s,o,x,f,p,t,b,s,n,p,d,y,f,w,g,n,b,g
1568,w,e,p,c,p,r,s,t,b,f,p,t,b,s,w,w,g,v,s,w,b,n,b,b
1569,o,e,p,c,e,n,s,o,b,a,p,f,?,s,o,o,l,c,s,n,n,n,b,n
1570,w,t,p,c,e,n,s,o,x,f,p,t,b,s,n,g,d,y,f,w,g,n,b,g
1571,n,e,p,c,p,h,k,o,x,f,l,f,b,k,h,n,g,y,y,w,g,f,b,g
1572,w,t,p,w,e,k,s,o,f,f,e,f,e,s,k,w,g,a,s,w,g,n,b,g
1573,e,e,p,c,e,w,s,t,x,f,e,t,?,s,e,e,w,c,y,w,p,n,b,p
1574,p,t,p,c,p,w,k,o,k,f,e,f,?,s,b,p,l,v,s,w,n,y,n,n
1575,n,e,p,c,p,h,k,o,f,f,l,f,b,k,g,b,p,v,f,w,y,f,b,y
1576,p,e,p,c,p,h,k,o,f,f,l,f,b,k,h,n,g,y,f,w,g,f,b,g
1577,g,t,p,c,e,k,s,o,f,f,p,t,b,s,n,p,d,y,y,w,g,n,b,g
1578,b,e,p,c,p,h,k,o,f,f,l,f,b,k,h,p,d,v,f,w,g,f,b,g
1579,w,e,p,w,e,w,k,t,x,f,p,f,?,k,g,w,g,s,s,w,g,n,b,g
1580,w,e,p,c,e,k,s,o,x,f,p,t,c,s,n,w,m,s,s,w,w,a,b,w
1581,b,e,p,c,p,h,k,o,f,f,l,f,b,k,p,n,g,y,f,w,y,f,b,y
1582,w,t,p,c,e,k,s,o,f,f,p,t,b,s,u,g,d,y,y,w,g,n,b,g
1583,w,t,p,c,p,w,s,o,k,f,e,f,?,k,b,p,d,v,y,w,n,f,n,n
1584,w,t,p,c,e,k,s,o,f,f,p,t,b,s,u,p,d,v,y,w,n,n,b,n
1585,w,e,p,c,e,k,s,o,x,f,p,t,c,s,g,w,g,s,y,w,y,a,b,y
1586,p,e,p,c,p,h,k,o,f,f,l,f,b,k,h,b,g,y,f,w,y,f,b,y
1587,w,t,p,w,e,k,f,o,f,f,e,f,e,f,h,w,g,a,f,w,g,n,b,g
1588,p,e,p,c,p,h,k,o,x,f,l,f,b,k,g,b,p,v,y,w,g,f,b,g
1589,b,e,p,c,p,h,k,o,f,f,l,f,b,k,h,n,d,y,y,w,g,f,b,g
1590,p,t,p,c,p,w,k,o,k,f,e,f,?,k,b,w,l,v,s,w,n,y,n,n
1591,n,e,p,c,p,h,k,o,f,f,l,f,b,k,p,b,p,y,f,w,g,f,b,g
1592,w,t,p,w,e,n,f,o,f,f,e,f,e,f,h,w,g,s,s,w,g,n,b,g
1593,p,e,p,c,p,h,k,o,x,f,l,f,b,k,h,p,d,v,f,w,y,f,b,y
1594,b,e,p,c,p,h,k,o,f,f,l,f,b,k,p,p,g,y,f,w,g,f,b,g
1595,w,t,p,w,e,k,s,o,f,f,e,f,e,s,h,w,g,s,f,w,n,n,b,n
1596,p,t,p,c,e,k,s,o,f,f,p,t,b,s,u,p,d,v,y,w,g,n,b,g
1597,w,t,p,c,p,h,s,o,f,f,p,t,b,f,p,w,u,v,s,w,b,f,b,b
1598,w,e,p,c,e,k,s,o,b,f,p,t,c,s,g,w,g,s,y,w,w,l,b,w
1599,p,t,p,c,e,k,s,o,f,f,p,t,b,s,n,p,d,y,y,w,e,n,b,e
1600,p,t,p,c,p,w,s,o,x,f,e,f,?,s,b,w,d,v,y,w,e,y,n,e
1601,n,e,p,c,p,h,k,o,f,f,l,f,b,k,p,n,g,y,f,w,g,f,b,g
1602,w,t,p,c,p,h,f,o,x,f,p,t,b,s,w,w,u,s,s,w,b,f,b,b
1603,w,t,p,w,e,n,s,o,x,f,p,t,b,s,w,w,d,v,s,w,y,a,n,y
1604,w,t,p,c,p,w,s,o,k,f,e,f,?,k,b,w,d,v,y,w,n,f,n,n
1605,w,e,p,c,e,w,s,t,f,f,e,t,?,s,w,e,w,c,s,w,b,n,b,b
1606,w,t,p,c,p,w,k,o,k,f,e,f,?,k,b,p,d,v,s,w,e,s,n,e
1607,w,e,p,c,e,k,s,o,b,f,p,t,c,s,n,w,g,s,s,w,w,a,b,w
1608,b,e,p,c,p,h,k,o,f,f,l,f,b,k,g,n,d,y,f,w,g,f,b,g
1609,w,e,p,w,p,n,s,o,x,f,p,f,b,s,g,w,d,v,s,w,g,c,n,g
1610,w,t,p,c,e,k,s,o,f,f,p,t,b,s,u,p,d,v,y,w,e,n,b,e
1611,w,t,p,c,p,w,k,o,k,f,e,f,?,k,b,p,d,v,y,w,e,f,n,e
1612,p,t,p,c,p,w,k,o,f,f,e,f,?,s,b,p,l,v,s,w,e,f,n,e
1613,w,e,p,c,p,n,s,o,f,f,p,t,e,s,n,w,g,v,y,w,w,p,n,w
1614,w,e,p,w,e,w,s,t,x,f,p,f,?,k,w,w,g,n,f,w,w,n,b,w
1615,w,t,p,c,e,n,s,o,x,f,p,t,b,s,p,p,d,y,f,w,n,n,b,n
1616,y,e,p,c,p,w,y,o,x,f,e,f,?,k,w,w,d,v,y,w,y,n,n,y
1617,w,t,p,c,e,n,s,o,f,f,p,t,b,s,p,g,d,v,y,w,g,n,b,g
1618,y,e,p,c,p,w,y,o,k,f,e,f,?,k,w,w,d,v,f,w,y,n,n,y
1619,w,t,p,c,e,k,s,o,f,f,p,t,b,s,p,g,d,y,f,w,g,n,b,g
1620,w,t,p,c,p,w,k,o,f,f,e,f,?,k,b,w,d,v,s,w,e,f,n,e
1621,w,t,p,c,p,h,f,o,x,f,p,t,b,f,p,w,g,v,s,w,w,f,b,w
1622,w,t,p,c,e,n,s,o,x,f,p,t,b,s,w,w,d,y,f,w,n,n,b,n
1623,p,t,p,c,e,k,s,o,x,f,p,t,b,s,n,g,d,y,y,w,g,n,b,g
1624,w,t,p,w,e,k,s,o,x,f,e,f,e,s,p,w,g,s,f,w,g,n,b,g
1625,w,e,p,c,e,k,s,o,b,f,p,t,c,s,k,w,m,n,s,w,y,l,b,y
1626,p,t,p,c,e,k,s,o,f,f,p,t,b,s,n,p,d,v,y,w,n,n,b,n
1627,w,t,p,c,p,w,s,o,x,f,e,f,?,k,b,w,p,v,y,w,e,y,n,e
1628,w,t,p,c,e,n,s,o,f,f,p,t,b,s,n,g,d,v,f,w,g,n,b,g
1629,w,t,p,w,e,k,f,o,x,f,e,f,e,s,n,w,g,a,f,w,w,n,b,w
1630,b,e,p,c,p,h,k,o,f,f,l,f,b,k,g,n,g,v,f,w,y,f,b,y
1631,w,t,p,c,e,n,s,o,x,f,p,t,b,s,u,w,d,v,y,w,g,n,b,g
1632,w,t,p,w,e,k,f,o,x,f,e,f,e,f,k,w,g,s,s,w,w,n,b,w
1633,w,t,p,w,e,k,f,o,f,f,e,f,e,s,k,w,g,s,s,w,w,n,b,w
1634,w,t,p,w,e,k,s,o,x,f,e,f,e,s,p,w,g,s,f,w,w,n,b,w
1635,n,e,p,c,p,h,k,o,x,f,l,f,b,k,g,p,p,y,y,w,g,f,b,g
1636,w,e,p,c,e,n,s,o,x,f,p,t,c,s,n,w,g,n,s,w,y,l,b,y
1637,g,t,p,c,e,n,s,o,x,f,p,t,b,s,p,g,d,y,f,w,e,n,b,e
1638,w,e,p,c,e,w,s,t,k,f,e,t,?,s,w,e,w,c,s,w,n,n,b,n
1639,w,t,p,c,e,n,s,o,f,f,p,t,b,s,n,w,d,v,y,w,n,n,b,n
1640,w,e,p,c,e,n,s,o,b,f,p,t,c,s,n,w,m,s,y,w,w,l,b,w
1641,w,e,p,c,e,k,y,o,f,f,p,t,r,s,p,w,g,s,y,w,y,a,b,y
1642,p,t,p,c,e,n,s,o,x,f,p,t,b,s,p,w,d,y,f,w,e,n,b,e
1643,g,t,p,c,e,k,s,o,x,f,p,t,b,s,p,p,d,y,y,w,e,n,b,e
1644,n,e,p,c,p,h,k,o,x,f,l,f,b,k,p,p,d,v,f,w,g,f,b,g
1645,p,t,p,c,e,n,s,o,f,f,p,t,b,s,u,w,d,v,y,w,n,n,b,n
1646,w,t,p,c,p,w,s,o,x,f,e,f,?,s,b,w,p,v,s,w,e,y,n,e
1647,w,e,p,c,e,n,s,o,b,f,p,t,c,s,w,w,g,n,s,w,w,a,b,w
1648,g,t,p,c,e,n,s,o,f,f,p,t,b,s,p,g,d,v,y,w,g,n,b,g
1649,n,e,p,c,p,w,y,o,f,f,e,f,?,k,w,w,d,v,f,w,n,n,n,n
1650,p,t,p,c,e,n,s,o,f,f,p,t,b,s,p,g,d,v,f,w,e,n,b,e
1651,w,t,p,w,e,n,f,o,x,f,e,f,e,f,n,w,g,a,f,w,n,n,b,n
1652,g,t,p,c,e,n,s,o,x,f,p,t,b,s,p,w,d,v,f,w,g,n,b,g
1653,w,t,p,c,p,w,s,o,f,f,e,f,?,s,b,w,p,v,s,w,e,y,n,e
1654,w,e,p,w,p,k,s,o,x,f,p,f,b,s,g,w,d,s,s,w,p,c,n,p
1655,w,t,p,c,p,w,s,o,k,f,e,f,?,k,b,p,d,v,y,w,e,s,n,e
1656,w,e,p,c,p,n,s,o,x,f,p,f,b,s,g,w,d,v,s,w,p,c,n,p
1657,b,e,p,c,p,h,k,o,f,f,l,f,b,k,h,b,p,y,f,w,g,f,b,g
1658,w,t,p,c,e,n,s,o,x,f,p,t,b,s,u,p,d,y,f,w,n,n,b,n
1659,g,t,p,c,e,n,s,o,x,f,p,t,b,s,n,w,d,v,y,w,g,n,b,g
1660,w,t,p,c,p,w,s,o,f,f,e,f,?,k,b,w,l,v,s,w,n,f,n,n
1661,p,e,p,c,p,h,k,o,f,f,l,f,b,k,g,b,p,v,f,w,g,f,b,g
1662,p,t,p,c,e,k,s,o,x,f,p,t,b,s,n,g,d,v,y,w,e,n,b,e
1663,p,t,p,c,p,w,k,o,f,f,e,f,?,k,b,w,l,v,s,w,n,f,n,n
1664,p,t,p,c,p,w,k,o,k,f,e,f,?,k,b,p,p,v,y,w,e,f,n,e
1665,w,e,p,c,p,r,s,t,f,f,p,t,b,s,r,w,m,v,s,w,b,n,b,b
1666,w,t,p,w,e,u,s,o,x,f,p,t,b,s,w,w,d,v,f,w,w,l,n,w
1667,w,t,p,c,p,w,s,o,k,f,e,f,?,s,b,w,l,v,y,w,n,f,n,n
1668,w,e,p,c,e,w,s,t,f,f,e,t,?,s,e,e,w,c,s,w,n,n,b,n
1669,w,t,p,w,e,u,s,o,x,f,p,t,b,s,p,w,d,v,s,w,w,a,n,w
1670,p,t,p,c,e,n,s,o,f,f,p,t,b,s,w,g,d,y,y,w,e,n,b,e
1671,w,e,p,w,e,w,k,t,b,f,p,f,?,s,w,w,g,s,s,w,g,n,b,g
1672,w,t,p,c,p,w,s,o,x,f,e,f,?,s,b,w,p,v,s,w,n,y,n,n
1673,w,e,p,c,e,k,s,o,f,f,p,f,e,s,p,w,u,y,f,w,n,n,n,n
1674,p,t,p,c,e,n,s,o,x,f,p,t,b,s,n,p,d,v,y,w,g,n,b,g
1675,c,e,p,c,p,w,y,n,f,a,n,f,c,k,w,c,d,c,y,w,e,m,b,e
1676,w,e,p,c,p,k,s,o,f,f,p,t,e,s,w,w,u,v,y,w,w,p,n,w
1677,p,t,p,c,e,k,s,o,x,f,p,t,b,s,w,g,d,v,f,w,e,n,b,e
1678,w,t,p,w,e,n,s,o,x,f,p,t,b,s,n,w,d,v,s,w,y,a,n,y
1679,g,t,p,c,e,k,s,o,x,f,p,t,b,s,p,g,d,y,f,w,n,n,b,n
1680,w,t,p,c,e,n,s,o,x,f,p,t,b,s,n,g,d,y,y,w,g,n,b,g
1681,g,t,p,c,e,n,s,o,f,f,p,t,b,s,w,g,d,v,f,w,e,n,b,e
1682,w,e,p,c,p,k,s,o,f,f,p,t,e,s,n,w,u,s,s,w,w,p,n,w
1683,w,t,p,c,p,h,s,o,f,f,p,t,b,s,h,w,u,v,s,w,b,f,b,b
1684,b,e,p,c,p,h,k,o,f,f,l,f,b,k,g,n,p,y,f,w,y,f,b,y
1685,p,t,p,c,p,w,k,o,f,f,e,f,?,k,b,w,d,v,s,w,e,y,n,e
1686,p,t,p,c,p,w,k,o,x,f,e,f,?,k,b,p,l,v,y,w,n,y,n,n
1687,g,t,p,c,e,k,s,o,x,f,p,t,b,s,p,p,d,v,y,w,g,n,b,g
1688,w,e,p,c,e,k,s,o,b,f,p,t,c,s,k,w,m,n,s,w,y,a,b,y
1689,p,t,p,c,e,n,s,o,f,f,p,t,b,s,w,w,d,y,f,w,g,n,b,g
1690,w,e,p,w,p,n,s,o,x,f,p,f,b,s,u,w,d,v,f,w,g,c,n,g
1691,w,t,p,c,p,w,s,o,f,f,e,f,?,k,b,p,l,v,y,w,n,y,n,n
1692,b,e,p,c,p,h,k,o,f,f,l,f,b,k,p,b,p,v,y,w,g,f,b,g
1693,p,e,p,c,p,h,k,o,f,f,l,f,b,k,h,b,g,v,f,w,y,f,b,y
1694,w,e,p,w,p,k,s,o,x,f,p,f,b,s,p,w,d,s,s,w,w,c,n,w
1695,n,e,p,c,p,h,k,o,f,f,l,f,b,k,p,n,p,y,y,w,y,f,b,y
1696,w,e,p,w,p,w,s,o,f,f,p,t,b,s,w,w,l,c,g,w,w,n,n,w
1697,w,e,p,c,e,k,s,o,b,f,p,t,c,s,g,w,m,n,s,w,w,a,b,w
1698,p,t,p,c,p,w,k,o,k,f,e,f,?,k,b,p,p,v,y,w,e,s,n,e
1699,g,t,p,c,e,n,s,o,x,f,p,t,b,s,w,w,d,y,f,w,n,n,b,n
1700,c,e,p,c,p,w,y,n,f,a,n,f,c,k,y,c,d,c,y,w,n,m,b,n
1701,n,e,p,c,p,h,k,o,f,f,l,f,b,k,h,b,g,y,f,w,g,f,b,g
1702,w,t,p,w,e,k,f,o,f,f,e,f,e,f,h,w,g,s,f,w,w,n,b,w
1703,w,t,p,c,p,w,s,o,x,f,e,f,?,s,b,p,d,v,y,w,e,f,n,e
1704,p,e,p,c,p,h,k,o,f,f,l,f,b,k,h,n,d,y,y,w,g,f,b,g
1705,p,t,p,c,p,w,k,o,x,f,e,f,?,s,b,w,d,v,s,w,e,f,n,e
1706,w,t,p,w,e,n,f,o,x,f,e,f,e,f,p,w,g,s,f,w,g,n,b,g
1707,w,t,p,w,e,n,f,o,f,f,e,f,e,s,n,w,g,s,s,w,n,n,b,n
1708,w,t,p,w,e,n,f,o,f,f,e,f,e,f,n,w,g,s,s,w,n,n,b,n
1709,w,t,p,c,p,w,s,o,x,f,e,f,?,k,b,w,l,v,y,w,e,y,n,e
1710,o,e,p,c,e,n,s,o,x,a,p,f,?,s,n,o,l,v,s,o,n,n,b,n
1711,w,t,p,c,p,w,k,o,k,f,e,f,?,s,b,p,l,v,s,w,n,y,n,n
1712,w,e,p,w,e,w,k,t,k,f,p,f,?,s,g,w,g,s,s,w,w,n,b,w
1713,w,e,p,w,e,w,k,t,x,f,p,f,?,s,p,w,g,n,s,w,g,n,b,g
1714,w,t,p,w,e,u,s,o,x,f,p,t,b,s,w,w,d,v,f,w,y,l,n,y
1715,w,t,p,c,p,h,s,o,f,f,p,t,b,f,w,w,u,s,s,w,w,f,b,w
1716,n,e,p,c,e,w,y,t,f,f,p,f,b,y,w,n,d,y,y,w,n,n,b,n
1717,n,e,p,c,p,h,k,o,x,f,l,f,b,k,g,p,p,v,y,w,y,f,b,y
1718,p,e,p,c,p,h,k,o,x,f,l,f,b,k,p,n,g,y,f,w,g,f,b,g
1719,w,t,p,c,p,w,k,o,x,f,e,f,?,k,b,w,p,v,s,w,e,f,n,e
1720,w,e,p,c,e,k,s,o,x,f,p,t,c,s,g,w,g,s,s,w,w,a,b,w
1721,w,t,p,c,p,w,k,o,f,f,e,f,?,k,b,p,l,v,y,w,e,y,n,e
1722,w,t,p,c,p,h,f,o,f,f,p,t,b,s,p,w,u,v,s,w,b,f,b,b
1723,b,e,p,c,p,h,k,o,f,f,l,f,b,k,h,p,p,y,f,w,y,f,b,y
1724,w,t,p,w,e,n,f,o,x,f,e,f,e,s,h,w,g,a,s,w,w,n,b,w
1725,w,e,p,c,e,w,s,t,k,f,e,t,?,s,w,e,w,c,y,w,n,n,b,n
1726,w,t,p,c,e,n,s,o,x,f,p,t,b,s,p,g,d,v,y,w,n,n,b,n
1727,w,e,p,c,e,k,s,o,x,f,p,t,c,s,k,w,g,s,y,w,y,l,b,y
